true_label,true_class_name,kmeans_cluster,hdbscan_cluster,umap_x,umap_y
0,AnnualCrop,6,-1,8.268876,11.177379
0,AnnualCrop,5,-1,7.5298896,9.499799
0,AnnualCrop,6,-1,10.152891,10.702576
0,AnnualCrop,6,-1,8.955158,11.2860985
0,AnnualCrop,6,-1,7.908724,10.972701
0,AnnualCrop,6,-1,8.523135,10.771236
0,AnnualCrop,6,-1,8.885837,10.649159
0,AnnualCrop,6,-1,8.668061,10.553891
0,AnnualCrop,6,-1,8.773726,11.335936
0,AnnualCrop,5,-1,7.280857,9.236479
0,AnnualCrop,6,-1,7.770656,11.02807
0,AnnualCrop,6,-1,8.77926,10.486291
0,AnnualCrop,6,-1,8.609659,10.590711
0,AnnualCrop,6,-1,8.066649,10.651748
0,AnnualCrop,8,-1,7.3738904,9.3942175
0,AnnualCrop,6,-1,10.084236,10.961391
0,AnnualCrop,6,-1,8.564827,10.433231
0,AnnualCrop,6,-1,9.19443,11.243836
0,AnnualCrop,6,-1,8.089073,10.281578
0,AnnualCrop,6,-1,7.417736,9.438759
0,AnnualCrop,6,-1,9.232297,10.150911
0,AnnualCrop,3,-1,11.541533,9.579594
0,AnnualCrop,6,-1,8.773719,11.219893
0,AnnualCrop,6,-1,8.297919,10.266238
0,AnnualCrop,6,-1,8.70569,8.498902
0,AnnualCrop,6,0,7.816098,11.131479
0,AnnualCrop,6,-1,8.101627,10.270909
0,AnnualCrop,6,-1,8.4070635,10.2404375
0,AnnualCrop,5,-1,7.4552083,10.1991825
0,AnnualCrop,6,-1,8.111325,10.523123
0,AnnualCrop,6,-1,8.856624,11.598516
0,AnnualCrop,6,-1,9.036533,10.615992
0,AnnualCrop,6,-1,8.201703,10.636588
0,AnnualCrop,6,-1,9.016781,10.554468
0,AnnualCrop,6,-1,9.489326,10.122314
0,AnnualCrop,6,0,7.927754,11.7168045
0,AnnualCrop,5,-1,7.224097,9.279396
0,AnnualCrop,6,-1,9.854985,11.479598
0,AnnualCrop,6,-1,9.081259,10.643673
0,AnnualCrop,6,0,8.058528,11.107166
0,AnnualCrop,6,-1,7.9149117,10.417102
0,AnnualCrop,6,-1,8.175175,10.794379
0,AnnualCrop,6,0,8.326234,11.337483
0,AnnualCrop,6,-1,8.632212,10.505364
0,AnnualCrop,6,-1,10.167956,9.462814
0,AnnualCrop,6,-1,8.39921,10.007575
0,AnnualCrop,6,-1,8.112195,10.686172
0,AnnualCrop,6,-1,8.682713,11.304956
0,AnnualCrop,6,-1,8.700083,10.334334
0,AnnualCrop,6,-1,10.112911,10.640648
0,AnnualCrop,6,-1,9.2775955,10.135195
0,AnnualCrop,6,0,8.552591,11.1528015
0,AnnualCrop,6,-1,8.355864,10.749492
0,AnnualCrop,6,-1,10.270581,10.86114
0,AnnualCrop,3,-1,8.765883,10.334776
0,AnnualCrop,5,-1,7.8697486,4.8304935
0,AnnualCrop,6,-1,7.947681,7.7611494
0,AnnualCrop,6,-1,8.760878,10.240162
0,AnnualCrop,6,-1,7.898557,11.60405
0,AnnualCrop,6,-1,8.754778,11.000789
0,AnnualCrop,6,-1,8.398611,10.357022
0,AnnualCrop,6,-1,8.8502,11.62653
0,AnnualCrop,6,-1,8.856501,11.305049
0,AnnualCrop,6,-1,9.462558,11.268155
0,AnnualCrop,6,-1,9.106074,10.227934
0,AnnualCrop,6,-1,9.219878,10.138514
0,AnnualCrop,6,-1,8.735554,11.163861
0,AnnualCrop,6,0,8.539991,10.890759
0,AnnualCrop,6,-1,9.48214,8.110819
0,AnnualCrop,6,-1,8.220288,10.620515
0,AnnualCrop,6,0,8.287582,11.430237
0,AnnualCrop,6,-1,7.8610067,10.279823
0,AnnualCrop,6,-1,8.548522,10.19164
0,AnnualCrop,6,-1,9.625463,10.27138
0,AnnualCrop,6,-1,8.46791,11.758461
0,AnnualCrop,8,-1,7.2607045,9.298715
0,AnnualCrop,6,-1,8.628919,11.481439
0,AnnualCrop,6,-1,7.9556413,11.371709
0,AnnualCrop,6,-1,8.771494,10.649317
0,AnnualCrop,6,-1,8.161721,10.628687
0,AnnualCrop,6,-1,9.633463,10.511514
0,AnnualCrop,6,-1,8.1693325,10.447488
0,AnnualCrop,6,0,8.671816,11.685152
0,AnnualCrop,6,-1,8.829659,11.445456
0,AnnualCrop,6,-1,8.215749,11.047209
0,AnnualCrop,6,0,8.064742,11.719056
0,AnnualCrop,6,-1,8.829223,10.538165
0,AnnualCrop,6,-1,8.391938,10.316007
0,AnnualCrop,8,-1,10.707896,9.772675
0,AnnualCrop,6,-1,9.778505,10.031765
0,AnnualCrop,6,-1,10.113256,10.967509
0,AnnualCrop,6,-1,8.905798,11.008447
0,AnnualCrop,6,-1,8.235655,10.296243
0,AnnualCrop,6,-1,7.84189,10.423146
0,AnnualCrop,1,-1,8.373899,8.044759
0,AnnualCrop,6,-1,8.050236,9.8427305
0,AnnualCrop,6,0,9.596373,11.435675
0,AnnualCrop,6,0,8.055575,11.714839
0,AnnualCrop,6,-1,8.604718,11.247953
0,AnnualCrop,6,0,8.262162,11.1409855
0,AnnualCrop,6,-1,9.2668295,10.444899
0,AnnualCrop,6,-1,10.551692,10.02847
0,AnnualCrop,6,-1,8.537396,10.604438
0,AnnualCrop,6,-1,8.277843,10.270981
0,AnnualCrop,1,-1,7.402891,5.7138734
0,AnnualCrop,6,-1,7.5619183,10.6079035
0,AnnualCrop,6,-1,8.527628,11.767555
0,AnnualCrop,6,-1,7.7948923,11.365569
0,AnnualCrop,6,-1,7.688429,10.6010475
0,AnnualCrop,6,0,8.086341,11.751895
0,AnnualCrop,6,-1,9.536775,10.842881
0,AnnualCrop,6,-1,8.256679,10.714263
0,AnnualCrop,8,-1,10.315066,8.8937
0,AnnualCrop,6,-1,8.573109,10.962767
0,AnnualCrop,6,-1,9.718146,10.459918
0,AnnualCrop,6,-1,9.196279,10.842937
0,AnnualCrop,6,-1,9.26835,10.218187
0,AnnualCrop,6,-1,9.233682,11.530039
0,AnnualCrop,6,-1,8.315272,10.2853155
0,AnnualCrop,6,-1,8.225718,10.959218
0,AnnualCrop,6,-1,8.565881,10.347498
0,AnnualCrop,6,0,8.193442,10.984064
0,AnnualCrop,6,-1,8.227196,9.927275
0,AnnualCrop,5,-1,10.089775,2.5179825
0,AnnualCrop,5,-1,7.1965876,9.197722
0,AnnualCrop,5,-1,7.786675,9.924991
0,AnnualCrop,6,-1,9.773999,10.319178
0,AnnualCrop,6,-1,9.447304,10.136827
0,AnnualCrop,6,-1,8.728946,11.8121805
0,AnnualCrop,6,-1,8.602138,10.615245
0,AnnualCrop,6,-1,8.226064,10.338622
0,AnnualCrop,6,-1,8.293792,10.708618
0,AnnualCrop,6,0,7.872722,11.591435
0,AnnualCrop,6,-1,8.724742,11.152641
0,AnnualCrop,6,0,8.220847,11.769007
0,AnnualCrop,6,-1,8.361274,9.972183
0,AnnualCrop,6,-1,8.160061,10.706303
0,AnnualCrop,6,-1,9.351924,8.926095
0,AnnualCrop,5,-1,7.6691265,10.072447
0,AnnualCrop,6,-1,8.379729,10.790682
0,AnnualCrop,6,-1,9.762653,10.2998
0,AnnualCrop,6,-1,9.439398,10.356256
0,AnnualCrop,6,-1,9.913467,11.480053
0,AnnualCrop,6,-1,9.314512,10.89827
0,AnnualCrop,6,-1,8.365482,9.944098
0,AnnualCrop,6,-1,10.165529,9.805012
0,AnnualCrop,6,0,8.405501,10.970185
0,AnnualCrop,6,-1,9.007083,11.058105
0,AnnualCrop,5,-1,7.200535,9.181502
0,AnnualCrop,6,-1,8.273407,10.79237
0,AnnualCrop,6,-1,7.9704103,10.409061
0,AnnualCrop,6,-1,9.058414,10.777561
0,AnnualCrop,6,-1,8.162821,11.165174
0,AnnualCrop,6,-1,8.380602,10.303928
0,AnnualCrop,6,-1,9.554458,10.15655
0,AnnualCrop,6,-1,8.686482,10.280406
0,AnnualCrop,6,-1,8.614385,10.7847805
0,AnnualCrop,6,-1,8.662067,11.521882
0,AnnualCrop,6,-1,8.465278,11.1154995
0,AnnualCrop,6,-1,8.3044,11.721053
0,AnnualCrop,6,-1,9.31039,10.833206
0,AnnualCrop,6,-1,8.389904,11.037155
0,AnnualCrop,6,-1,8.088966,10.460863
0,AnnualCrop,6,-1,8.261588,10.088215
0,AnnualCrop,6,-1,8.678191,11.448045
0,AnnualCrop,6,0,9.921864,11.449364
0,AnnualCrop,6,-1,8.713406,10.992686
0,AnnualCrop,6,-1,8.339972,11.300549
0,AnnualCrop,6,-1,8.502942,10.687177
0,AnnualCrop,6,-1,8.112474,10.932726
0,AnnualCrop,6,-1,8.042447,9.813865
0,AnnualCrop,6,-1,8.492738,10.68512
0,AnnualCrop,6,-1,8.549153,10.744879
0,AnnualCrop,6,-1,9.59241,10.37918
0,AnnualCrop,6,-1,8.601126,9.653608
0,AnnualCrop,6,0,8.825711,11.173547
0,AnnualCrop,6,-1,8.14056,10.919537
0,AnnualCrop,6,-1,9.696131,10.207843
0,AnnualCrop,0,-1,6.339528,1.8853502
0,AnnualCrop,6,-1,7.902938,11.182993
0,AnnualCrop,6,-1,8.053725,10.588177
0,AnnualCrop,6,0,8.086054,11.079832
0,AnnualCrop,6,-1,7.7961297,9.566741
0,AnnualCrop,6,-1,9.545963,11.143018
0,AnnualCrop,6,-1,8.723585,10.390324
0,AnnualCrop,6,-1,8.569488,11.468429
0,AnnualCrop,6,-1,8.959721,10.243398
0,AnnualCrop,8,-1,8.80834,10.874472
0,AnnualCrop,6,-1,8.538975,10.907041
0,AnnualCrop,6,0,8.711615,11.784693
0,AnnualCrop,6,-1,8.34882,10.216154
0,AnnualCrop,6,0,8.111021,11.510017
0,AnnualCrop,6,0,8.898497,11.358649
0,AnnualCrop,4,-1,10.219141,10.865335
0,AnnualCrop,6,-1,9.657565,10.588045
0,AnnualCrop,6,0,8.254951,11.090035
0,AnnualCrop,6,-1,9.037766,10.921432
0,AnnualCrop,6,-1,8.041665,11.158004
0,AnnualCrop,8,-1,7.2442374,9.271604
0,AnnualCrop,6,-1,8.967383,11.541019
0,AnnualCrop,6,-1,8.736024,10.318808
0,AnnualCrop,6,-1,8.912143,10.666238
0,AnnualCrop,6,-1,9.476516,10.250317
0,AnnualCrop,6,-1,9.815981,10.321502
0,AnnualCrop,6,-1,8.782959,11.611433
0,AnnualCrop,6,-1,8.5919075,11.165873
0,AnnualCrop,6,-1,10.22788,9.411576
0,AnnualCrop,8,-1,8.938769,8.262002
0,AnnualCrop,6,-1,8.284891,10.7898655
0,AnnualCrop,6,-1,8.835717,10.359522
0,AnnualCrop,6,-1,9.969472,10.366263
0,AnnualCrop,5,-1,9.702906,5.9980526
0,AnnualCrop,8,-1,7.2338157,9.264175
0,AnnualCrop,6,-1,8.795521,10.786588
0,AnnualCrop,6,-1,9.517082,10.234891
0,AnnualCrop,6,-1,8.605237,11.460497
0,AnnualCrop,6,-1,9.596711,10.226338
0,AnnualCrop,6,-1,9.424188,11.211298
0,AnnualCrop,5,-1,7.743337,9.917109
0,AnnualCrop,3,-1,10.964341,8.408601
0,AnnualCrop,6,-1,7.8773527,10.144339
0,AnnualCrop,6,-1,9.134588,10.933517
0,AnnualCrop,6,-1,8.54703,11.353041
0,AnnualCrop,6,-1,8.544354,11.442032
0,AnnualCrop,6,-1,7.9183445,9.721357
0,AnnualCrop,6,-1,8.288671,10.992221
0,AnnualCrop,6,-1,7.887016,10.568912
0,AnnualCrop,6,-1,8.915002,11.345414
0,AnnualCrop,6,-1,8.485683,10.61067
0,AnnualCrop,6,-1,8.278821,11.636523
0,AnnualCrop,6,-1,8.6627035,10.313682
0,AnnualCrop,6,-1,9.782499,10.349647
0,AnnualCrop,6,-1,8.843137,10.600724
0,AnnualCrop,6,-1,9.055391,10.847202
0,AnnualCrop,6,-1,8.211812,10.347948
0,AnnualCrop,6,0,8.949756,11.738944
0,AnnualCrop,6,-1,8.386863,10.3826885
0,AnnualCrop,6,-1,10.294581,10.848887
0,AnnualCrop,6,-1,8.270939,10.103275
0,AnnualCrop,6,0,8.071545,10.911989
0,AnnualCrop,6,-1,8.909187,11.119453
0,AnnualCrop,6,-1,8.403426,10.901798
0,AnnualCrop,6,-1,8.287873,10.4147835
0,AnnualCrop,6,-1,8.864009,11.082241
0,AnnualCrop,6,0,8.189438,11.525768
0,AnnualCrop,5,-1,7.3895726,9.371357
0,AnnualCrop,6,-1,7.9386683,11.002881
0,AnnualCrop,6,-1,8.028032,9.916252
0,AnnualCrop,6,-1,9.819978,10.375721
0,AnnualCrop,5,-1,8.133258,9.564371
0,AnnualCrop,6,-1,10.316234,10.873072
0,AnnualCrop,6,-1,9.875501,10.48681
0,AnnualCrop,6,-1,9.135824,11.337407
0,AnnualCrop,6,-1,8.58679,10.619068
0,AnnualCrop,6,-1,8.388999,10.709921
0,AnnualCrop,6,-1,8.598713,11.348621
0,AnnualCrop,6,-1,8.269123,11.034479
0,AnnualCrop,6,-1,8.363258,10.275285
0,AnnualCrop,6,-1,9.684859,10.2380295
0,AnnualCrop,6,-1,8.60412,11.482396
0,AnnualCrop,6,-1,9.236235,10.078444
0,AnnualCrop,6,0,8.821741,11.756932
0,AnnualCrop,6,-1,8.347248,10.555097
0,AnnualCrop,6,0,9.106088,11.587294
0,AnnualCrop,6,-1,8.013225,10.401898
0,AnnualCrop,6,-1,9.553585,10.135976
0,AnnualCrop,5,-1,7.5569663,10.004715
0,AnnualCrop,8,-1,8.96755,5.0501256
0,AnnualCrop,6,-1,7.5527196,10.724202
0,AnnualCrop,6,0,9.204985,11.416028
0,AnnualCrop,6,0,8.089704,11.032929
0,AnnualCrop,1,-1,7.588647,6.758121
0,AnnualCrop,6,-1,7.947497,11.402148
0,AnnualCrop,6,-1,7.944388,11.288679
0,AnnualCrop,6,0,8.728906,11.385166
0,AnnualCrop,6,-1,8.319483,11.698113
0,AnnualCrop,5,-1,7.904718,9.759342
0,AnnualCrop,6,-1,8.414378,11.4908905
0,AnnualCrop,6,-1,8.428572,10.302609
0,AnnualCrop,6,-1,8.306288,11.189502
0,AnnualCrop,6,-1,8.128817,10.815373
